	Characteristics	OR	CI	Beta	P	SE
875	BMI	0.0969	7e-04-13.5853	-2.3340827000675	0.355479189876905	2.52197539417445
876	hypertensionyes	0.001	0-2991836.1113	-6.87761326379918	0.536623674551999	11.1168424003859
877	s_Lactobacillus_shenzhenensis	0	0-Inf	-753142.497012215	0.172605292642603	550839.45128549
878	sexmale	11531.4043	0-533330095838451	9.35282940431486	0.455984607164259	12.529251153496
879	BMI	0.2133	0.0018-25.6918	-1.54526953205174	0.527813183119025	2.44461204859969
880	hypertensionyes	6e-04	0-1626640.6118	-7.49243185481289	0.500975271687788	11.1196221053676
881	s_Lactobacillus_senioris	0	0-Inf	-952536.432087711	0.425577977921869	1193789.63698781
882	sexmale	51321.2275	0-2753682556550998	10.8458597367635	0.390260267523904	12.605028461984
883	BMI	0.2512	0.002-31.5863	-1.38145213669464	0.575841608928399	2.46641568015431
884	hypertensionyes	6e-04	0-1809376.372	-7.47615955808181	0.503667514335067	11.1656389571845
885	s_Lactobacillus_salivarius	6.29853335832844e+91	0-Inf	211.375560268488	0.48825522069104	304.586635214984
886	sexmale	25122.9311	0-1227214382076166	10.1315362979053	0.42042506896144	12.5571362081585
887	BMI	0.2188	0.0018-26.8288	-1.51965933071032	0.536174572704474	2.45364072405362
888	hypertensionyes	0.0013	0-4013289.5191	-6.62119713954088	0.552587806321038	11.1358770058662
889	s_Lactobacillus_sakei	0	0-Inf	-168193.314283629	0.436957440839511	216069.728337472
890	sexmale	15367.7045	0-746983528110984	9.64002347302685	0.443204915483446	12.5546126413622
891	BMI	0.1925	0.0016-23.4325	-1.64757246656769	0.501789264893729	2.44984451070848
892	hypertensionyes	8e-04	0-2503210.5205	-7.09993342811959	0.524383741644108	11.139294950133
893	s_Lactobacillus_saerimneri	Inf	0-Inf	1055278.72138243	0.753782902668319	3361258.69343167
894	sexmale	11950.8275	0-724344604768939	9.38855580480734	0.45919221091209	12.6672104916864
895	BMI	0.2291	0.0017-30.2635	-1.47339220538104	0.55473607595004	2.49149763550805
896	hypertensionyes	8e-04	0-2691447.7921	-7.17527196723365	0.52280424376524	11.2147254013874
897	s_Lactobacillus_reuteri	0	0-Inf	-12364.3843828092	0.789814089246971	46343.4194610025
898	sexmale	28341.0986	0-1596780584723234	10.2520682783097	0.417616415025385	12.6299477470594
899	BMI	0.2045	0.0017-25.071	-1.58728871098234	0.518190975324212	2.45357247738603
900	hypertensionyes	0.001	0-3040617.3145	-6.94811169918932	0.534083396502686	11.16106266119
901	s_Lactobacillus_pontis	0	0-Inf	-2828.11622736473	0.857898054326488	15780.980516518
902	sexmale	18369.6446	0-922476925125929	9.81845483379132	0.435426956578338	12.5712391042477
903	BMI	0.2006	0.0016-24.5199	-1.60665196771265	0.512852697995721	2.45211151032992
904	hypertensionyes	0.0013	0-4261338.0496	-6.62975368730373	0.553319175825739	11.1708405369322
905	s_Lactobacillus_panis	Inf	0-Inf	57246.2395084384	0.779970237862407	204729.809417309
906	sexmale	13753.9317	0-778392446808133	9.52908000628853	0.451255349686209	12.6322305800923
907	BMI	0.1959	0.0016-23.9681	-1.63007310969681	0.506790347973043	2.45244757553128
908	hypertensionyes	0.0014	0-4289184.1143	-6.59942984365945	0.554703987756057	11.158692312928
909	s_Lactobacillus_murinus	Inf	0-Inf	64770.4597750594	0.241903485258456	55234.4551281154
910	sexmale	13473.2871	0-633867826848409	9.5084642678637	0.448844976067165	12.5379578090641
911	BMI	0.1583	0.0013-19.4269	-1.84332921748867	0.453185815910016	2.45407594210695
912	hypertensionyes	0.0036	0-11192296.2405	-5.63988718017857	0.61363858269792	11.1584813490361
913	s_Lactobacillus_mucosae	0	0-1.36214779849459e+172	-162.768674037038	0.568724639383744	285.266516708998
914	sexmale	17585.521	0-860745354591731	9.77483117195214	0.436990621227188	12.5581574741069
915	BMI	0.1781	0.0014-22.0496	-1.72549034119951	0.483351028528183	2.45856462714304
916	hypertensionyes	8e-04	0-2550275.3711	-7.10641732937764	0.524481827820035	11.1521067496773
917	s_Lactobacillus_ingluviei	1.14482874872014e+47	0-Inf	108.356754432104	0.976947069124049	3746.56666088048
918	sexmale	20157.7718	0-1004248379358379	9.91134518916816	0.430951925088212	12.5671788705181
919	BMI	0.1996	0.0016-24.4132	-1.61157015121286	0.511612845431841	2.45239397985053
920	hypertensionyes	0.0012	0-3593489.6705	-6.76059840639724	0.54479315333782	11.1506289529568
921	s_Lactobacillus_gasseri	0	0-Inf	-4841.10674425092	0.361633210504695	5298.3223582085
922	sexmale	28546.1045	0-1378356034095704	10.259275761551	0.414377402539161	12.5512204809951
923	BMI	0.1814	0.0015-22.118	-1.70684553492324	0.48668044746997	2.4506312752992
924	hypertensionyes	7e-04	0-2154383.8789	-7.24983733043327	0.515667267656642	11.1392105449104
925	s_Lactobacillus_fermentum	Inf	0-Inf	5384.11665022752	0.239969411172151	4572.54338904569
926	sexmale	3588.9186	0-197416520058074	8.18560620146825	0.517022290383844	12.617719758263
927	BMI	0.1663	0.0014-20.2894	-1.79379577181824	0.464839292776251	2.45096670195714
928	hypertensionyes	0.0025	0-7685756.8619	-5.97375875581611	0.592104712038173	11.1370602915965
929	s_Lactobacillus_equigenerosi	Inf	0-Inf	2381224.35162894	0.140316478326731	1610377.89309742
930	sexmale	39081.392	0-1789766220191433	10.5734017253317	0.399235419533227	12.5242141212537
931	BMI	0.1942	0.0016-23.3174	-1.63877465823994	0.502853823336402	2.44284438582208
932	hypertensionyes	3e-04	0-1026798.8658	-7.974448661432	0.474304629779532	11.1308190228556
933	s_Lactobacillus_equicursoris	Inf	Inf-Inf	2426997.78686114	0.000241896458488471	652915.489258781
934	sexmale	84150.9687	0-2384883549004246	11.3403677108116	0.356501317906848	12.2793668269561
935	BMI	0.1727	0.0016-18.9045	-1.75621325276325	0.464114364625221	2.39572035872835
936	hypertensionyes	0.0075	0-14118393.3762	-4.89615008021431	0.653558998525212	10.8975199388856
937	s_Lactobacillus_casei	Inf	0-Inf	85861.3558627441	0.36357114091948	94351.2300859549
938	sexmale	45124.7712	0-2292703217414607	10.7171866244442	0.39485752468248	12.5772047633377
939	BMI	0.2327	0.0019-28.5774	-1.45801208197987	0.552950465107029	2.45440300629605
940	hypertensionyes	0.001	0-3087288.8329	-6.86723420554463	0.537630341088396	11.1275704433209
941	s_Lactobacillus_brevis	0	0-Inf	-801022.75626366	0.221149411060424	653295.661549123
942	sexmale	14109.6219	0-658545873226341	9.55461224867737	0.446501689168189	12.5338995149092
943	BMI	0.1719	0.0014-20.8754	-1.76073237549301	0.47267878210751	2.44862431277024
944	hypertensionyes	8e-04	0-2216772.127	-7.1819913900532	0.518849327379223	11.1191602494706
945	s_Lactobacillus_alimentarius	Inf	0-Inf	33229.1684691212	0.955338689324502	592821.886199462
946	sexmale	18581.4933	0-1045435235413694	9.82992137865715	0.437001299053215	12.6292287286632
947	BMI	0.2009	0.0016-24.7354	-1.60516106087913	0.513878662974953	2.45581507101537
948	hypertensionyes	0.0012	0-3685296.2771	-6.74365310538092	0.545953204954853	11.1548543809118
949	s_Lactobacillus_acidophilus	Inf	Inf-Inf	240460.362980434	0.0190724361004563	102004.381007333
950	sexmale	52918.365	0-2099605930698998	10.8765057228014	0.383092667358876	12.4510307893785
951	BMI	0.2175	0.0019-25.4119	-1.52571333546897	0.530426490684761	2.42904594579595
952	hypertensionyes	1e-04	0-391113.8435	-8.82367082614888	0.426127857067437	11.0716452972337
953	s_Lachnoclostridium_phocaeense	Inf	0-Inf	21299.912936198	0.690927954245791	53518.0862737498
954	sexmale	15771.922	0-796042534493563	9.66598654851756	0.442675985079596	12.5738199934292
955	BMI	0.1946	0.0016-23.7886	-1.63686251193317	0.504958986791184	2.45207596236185
956	hypertensionyes	0.0012	0-3609103.8533	-6.73609323996196	0.545880777069151	11.1403384180442
957	s_Kurthia_massiliensis	Inf	0-Inf	60786.9518331599	0.902605030086463	496306.262158027
958	sexmale	16803.8373	0-969290714108922	9.72936255079466	0.44216026607874	12.6419505849947
959	BMI	0.2005	0.0016-24.5281	-1.60691742001351	0.512835710921018	2.45241773884493
960	hypertensionyes	0.0012	0-3794893.2265	-6.71202547128162	0.547794152779223	11.1536695430521
961	s_Kosakonia_cowanii	Inf	0-Inf	544436.351119027	0.39980559650243	645667.351745192
962	sexmale	27019.1298	0-1309003959875048	10.2043004056549	0.416943465021484	12.5529298475988
963	BMI	0.2208	0.0018-26.995	-1.51029100976753	0.538419223137199	2.45201178332634
964	hypertensionyes	5e-04	0-1628089.1157	-7.59398531722754	0.497212896786349	11.1718892248274
965	s_Kocuria_rhizophila	Inf	0-Inf	38042.146533703	0.943895953477224	540101.003004557
966	sexmale	20518.6402	0-1025724598796987	9.92908902951209	0.430192149521363	12.5689217621889
967	BMI	0.2006	0.0016-24.5934	-1.60657272641531	0.513128560623904	2.45359737838849
968	hypertensionyes	0.0011	0-3536807.179	-6.83856848392184	0.541314256711227	11.1822976710285
969	s_Kocuria_kristinae	0	0-Inf	-14019.8808799138	0.908470812681513	121839.538197615
970	sexmale	21400.2599	0-1087357564161327	9.97115834525834	0.428547878758872	12.577228851822
971	BMI	0.1932	0.0015-24.31	-1.64382431581566	0.505681325964063	2.46668975665967
972	hypertensionyes	0.001	0-3379391.4666	-6.87126712864644	0.5391460681233	11.1757517042957
973	s_Kocuria_carniphila	0	0-Inf	-2804.10339329562	0.710949968175984	7559.34281277949
974	sexmale	17135.6464	0-853474366649872	9.74891615914484	0.438529726645839	12.5670512578321
975	BMI	0.2022	0.0017-24.6979	-1.59865377042938	0.514884497764923	2.45171939683051
976	hypertensionyes	9e-04	0-2923572.0372	-6.97229186814243	0.532379922093264	11.1533717322367
977	s_Kluyvera_georgiana	Inf	Inf-Inf	18291.0127053399	0.0354852633750352	8657.7123836876
978	sexmale	91865.1756	0-3920613727334859	11.4280772986357	0.360898236720389	12.4882384188359
979	BMI	0.1888	0.0016-22.2555	-1.66691466392961	0.493887417564157	2.43342091534028
980	hypertensionyes	0.0014	0-3730458.0699	-6.54259051975547	0.554557337787213	11.0584857707996
981	s_Klebsiella_variicola	0	0-Inf	-26086.8305894171	0.366284640050468	28829.1677997796
982	sexmale	14445.3378	0-696642687935628	9.57812700062501	0.44598978882673	12.5505952815157
983	BMI	0.1786	0.0015-21.8059	-1.72286694605845	0.482768062976613	2.45155576360711
984	hypertensionyes	0.0028	0-8900950.1291	-5.89116195809587	0.598307855609132	11.1698115016197
985	s_Klebsiella_aerogenes	0	0-Inf	-7245.97141870636	0.172963183464822	5304.0495271349
986	sexmale	89100.9913	0-4468973173040942	11.397525738836	0.365331434045391	12.5706170015858
987	BMI	0.2698	0.0022-33.1214	-1.30997387747682	0.593906166714212	2.45415968247493
988	hypertensionyes	0.0019	0-5567240.746	-6.25059397619196	0.57426690720361	11.1137775957212
989	s_Kallipyga_gabonensis	Inf	0-Inf	480600.254361249	0.378610624143309	545013.646153713
990	sexmale	19372.174	0-926637018256207	9.87159298615271	0.432040550577991	12.5464234962209
991	BMI	0.1975	0.0016-23.9926	-1.62177164234547	0.508313188669597	2.44873350418485
992	hypertensionyes	0.002	0-6072990.7752	-6.22548914974766	0.576885222130127	11.1453320947147
993	s_Jonquetella_anthropi	0	0-Inf	-270855.138334311	0.675055204936269	645435.813507837
994	sexmale	40564.1414	0-2483544537423766	10.6106397382882	0.403112564861278	12.672358900692
995	BMI	0.1875	0.0015-23.0768	-1.67416813042888	0.49592871238678	2.45561053866196
996	hypertensionyes	9e-04	0-2709251.7674	-7.06382297523294	0.527306303681937	11.1612275660054
997	s_Jeotgalibaca_dankookensis	0	0-Inf	-80292.9009955576	0.225530610516719	66109.3759374214
998	sexmale	10547.3732	0-500483167025556	9.26363212190434	0.460755668970312	12.5423280407639
999	BMI	0.2279	0.0019-27.6495	-1.47896815085872	0.546256926922521	2.4482531577683
1000	hypertensionyes	5e-04	0-1476622.4812	-7.6226720531793	0.494230788207332	11.1367040732988
1001	s_Intestinimonas_massiliensis	Inf	Inf-Inf	26350.1271760557	0.00257256589678841	8664.4023904893
1002	sexmale	12074.0425	0-407121451105872	9.39881318262771	0.447916685002984	12.3680201428035
1003	BMI	0.1886	0.0017-21.3851	-1.66826387623141	0.490026825893651	2.41375503371058
1004	hypertensionyes	0.0013	0-2761052.0666	-6.66798534051775	0.543732937581786	10.9689324944624
1005	s_Intestinimonas_gabonensis	Inf	0-Inf	59737.9579363894	0.225519438676303	49184.2209194094
1006	sexmale	14986.6349	0-698977302834969	9.61491407382068	0.443627404172791	12.5335333229112
1007	BMI	0.2042	0.0017-24.6551	-1.58888282614738	0.516451110274345	2.44584993271957
1008	hypertensionyes	0.0037	0-11622038.0041	-5.59858207690213	0.616178633533475	11.156630489044
1009	s_Intestinimonas_butyriciproducens	Inf	0-Inf	28012.5462059859	0.0515154640885526	14326.7301772121
1010	sexmale	28337.9944	0-1195278000377081	10.2519587430952	0.412139073940533	12.4822430849195
1011	BMI	0.2346	0.002-27.8636	-1.44992253239422	0.552394695952497	2.43737014692409
1012	hypertensionyes	0.0022	0-5751520.7722	-6.14151191859368	0.579630410714702	11.074738152303
1013	s_Intestinibacillus_massiliensis	Inf	0-Inf	401852.749258539	0.616500579149028	801527.883937905
1014	sexmale	10403.4908	0-580501825550552	9.24989668550572	0.464356844507816	12.6250088654825
1015	BMI	0.1886	0.0015-23.1187	-1.66804407399281	0.497119797207749	2.45341112784549
1016	hypertensionyes	0.0016	0-5057482.1057	-6.43441706596122	0.564635182399211	11.1585695794965
1017	s_Ileibacterium_massiliense	Inf	0-Inf	289151.083334683	0.845448524228174	1482034.68384877
1018	sexmale	15866.419	0-872793921738763	9.67196014177411	0.443982551801386	12.6177349206914
1019	BMI	0.1923	0.0016-23.8182	-1.64849115719865	0.503082056285277	2.45864299266378
1020	hypertensionyes	0.001	0-3219312.2753	-6.88172868293476	0.537822468103214	11.1563301012953
1021	s_Ihubacter_massiliensis	Inf	0-Inf	398021.291385812	0.0640545551867376	214114.028875885
1022	sexmale	49530.4119	0-2156170281628603	10.8103421412992	0.387788293396126	12.4983509611667
1023	BMI	0.1891	0.0016-22.4777	-1.66524948774281	0.495065364814921	2.43763847025355
1024	hypertensionyes	0.0019	0-5086691.7632	-6.27509134200004	0.571607095377628	11.0802191688401
1025	s_Ignatzschineria_indica	Inf	0-Inf	25199.3625030501	0.202552774893546	19729.9858482281
1026	sexmale	44315.9412	0-2107513614090174	10.699099738104	0.394386587385275	12.5434620038311
1027	BMI	0.1859	0.0015-22.4393	-1.68281025450522	0.491966073827991	2.44572724664332
1028	hypertensionyes	0.0032	0-9839569.8963	-5.73511587961242	0.607114411324292	11.1413461418156
1029	s_Idiomarina_woesei	Inf	Inf-Inf	488013.448573831	0.00672444358770049	178766.800577908
1030	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
1031	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
1032	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
1033	s_Idiomarina_homiensis	Inf	Inf-Inf	1073628.72175141	0.0067244435877005	393286.644367982
1034	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
1035	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
1036	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
1037	s_Huakuichenia_soli	Inf	Inf-Inf	825867.121323513	0.0067244435877005	302527.775439277
1038	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
1039	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
1040	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
1041	s_Holdemania_massiliensis	Inf	0-Inf	1485.82777323403	0.936630158950776	18671.9854243296
1042	sexmale	21447.4561	0-1128089262870386	9.97336131863712	0.42909226090315	12.5948675305964
1043	BMI	0.1967	0.0016-24.311	-1.62619639652671	0.508710110194706	2.45771614204674
1044	hypertensionyes	0.0012	0-3588131.5044	-6.75249829955457	0.545098525012188	11.1457349245948
1045	s_Helcococcus_seattlensis	0	0-Inf	-636239.659231616	0.221149411060424	518902.37303657
1046	sexmale	14109.6219	0-658545873226341	9.55461224867737	0.446501689168189	12.5338995149092
1047	BMI	0.1719	0.0014-20.8754	-1.76073237549301	0.47267878210751	2.44862431277024
1048	hypertensionyes	8e-04	0-2216772.127	-7.1819913900532	0.518849327379223	11.1191602494706
1049	s_Gorbachella_massiliensis	Inf	0-Inf	7133.50916289549	0.0531498137703995	3673.92039694798
1050	sexmale	97282.6447	0-4321656014769728	11.485375883119	0.359284278991674	12.5086934578292
1051	BMI	0.1918	0.0016-22.7285	-1.6514261531506	0.498404959135322	2.43624710669977
1052	hypertensionyes	0.0014	0-3726279.0053	-6.56928182579807	0.553411717355973	11.0715319049912
1053	s_Geobacillus_stearothermophilus	Inf	0-Inf	1199130.02861422	0.142112046096692	814632.630658253
1054	sexmale	40001.277	0-1835789140665642	10.5966666585594	0.398240907116606	12.5252980483786
1055	BMI	0.2186	0.0018-26.2847	-1.52059991386286	0.534260679848903	2.44366774474669
1056	hypertensionyes	0.0027	0-7913147.2123	-5.90546518893401	0.595684119610662	11.1170925138835
1057	s_Gardnerella_vaginalis	0	0-Inf	-75810.2637258507	0.513756677799162	115952.229795719
1058	sexmale	13028.5555	0-653909505939039	9.47489880285537	0.45163523419092	12.5709649412411
1059	BMI	0.1993	0.0016-24.2745	-1.61295196703352	0.510872129641183	2.45019326744213
1060	hypertensionyes	0.0024	0-8214338.9537	-6.01928991176078	0.591188437550939	11.194225382537
1061	s_Galbibacter_marinus	Inf	Inf-Inf	155598.445422645	0.0067244435877005	56998.0936885884
1062	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
1063	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
1064	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
1065	s_Gabonibacter_timonensis	Inf	0-Inf	161369.845105797	0.254304893031237	141276.443235155
1066	sexmale	34732.5263	0-1654582649982675	10.4554318832746	0.405263247600521	12.5443333231768
1067	BMI	0.2151	0.0018-26.058	-1.5365765185467	0.530604208471356	2.44739945279555
1068	hypertensionyes	0.0016	0-4816508.5247	-6.41237798352285	0.564707524593638	11.122417262544
1069	s_Gabonibacter_massiliensis	Inf	Inf-Inf	55050.2488566642	0.0304523136873662	25312.2288847349
1070	sexmale	4272.7521	0-180078868317255	8.3600134278017	0.503536500094803	12.4818380614144
1071	BMI	0.1353	0.0011-16.1176	-1.99991131018155	0.412847662786624	2.43868514883844
1072	hypertensionyes	0.001	0-2471426.2135	-6.94399204074513	0.530347536875442	11.053213263822
1073	s_Gabonia_massiliensis	0	0-Inf	-24305.0753669351	0.135098702522128	16219.7629872426
1074	sexmale	92861.5531	0-4531920677880778	11.4388649871267	0.363065230546827	12.556661861287
1075	BMI	0.2751	0.0023-33.6236	-1.29065185259286	0.599033856628908	2.45197910363697
1076	hypertensionyes	0.0023	0-6579834.4459	-6.07552619511765	0.584892828553983	11.1097175193391
1077	s_Fusobacterium_ulcerans	0	0-Inf	-9437.55040138254	0.0987785861621107	5698.51866277247
1078	sexmale	22036.6082	0-970340895350474	10.0004603591517	0.424501588787228	12.5041878597142
1079	BMI	0.2641	0.0022-31.9315	-1.33128291596526	0.586731682150351	2.44636564228109
1080	hypertensionyes	2e-04	0-711499.7225	-8.34142630988765	0.454229348090162	11.130896232871
1081	s_Fusicatenibacter_saccharivorans	Inf	Inf-Inf	6107383.26660965	0.0111908790533524	2392148.5890425
1082	sexmale	688.8551	0-29716585510121.7	6.53503099346092	0.601329691675162	12.4937221668846
1083	BMI	0.17	0.0015-19.7274	-1.77219831850459	0.465604299316262	2.4256149472645
1084	hypertensionyes	0.0055	0-13612501.7381	-5.20509359965149	0.637550879515779	11.0365269252847
1085	s_Franconibacter_pulveris	0	0-Inf	-12063.5973675877	0.67795157051176	29021.2526322286
1086	sexmale	17750.2838	0-876580441644605	9.78415678588493	0.436719494695078	12.5627004113121
1087	BMI	0.1895	0.0015-23.2705	-1.66316315255849	0.498526971975529	2.45425962846383
1088	hypertensionyes	0.001	0-3054240.5351	-6.91158411045958	0.535636267844091	11.1447069555054
1089	s_Flavobacterium_ummariense	Inf	Inf-Inf	139656.942238823	0.0424423432033552	68520.4686773308
1090	sexmale	34832.4551	0-1453887896149957	10.4583048475564	0.402603356819873	12.4768942975427
1091	BMI	0.2617	0.0022-31.1406	-1.34043002508948	0.582912593375523	2.43823537165602
1092	hypertensionyes	0.0022	0-5767531.4142	-6.12616332586007	0.580358595196127	11.0683255314462
1093	s_Flavobacterium_marinum	Inf	Inf-Inf	1303465.12804025	0.0424423432033552	639524.538100957
1094	sexmale	34832.4551	0-1453887896149957	10.4583048475564	0.402603356819873	12.4768942975427
1095	BMI	0.2617	0.0022-31.1406	-1.34043002508948	0.582912593375523	2.43823537165602
1096	hypertensionyes	0.0022	0-5767531.4142	-6.12616332586007	0.580358595196127	11.0683255314462
1097	s_Flaviflexus_huanghaiensis	0	0-Inf	-280736.872801987	0.406802234588497	337932.973371105
1098	sexmale	14080.0716	0-685355545949316	9.5525157129078	0.447376770147872	12.5553281386771
1099	BMI	0.2122	0.0017-25.8531	-1.5500571020535	0.527487010981314	2.45024789058837
1100	hypertensionyes	7e-04	0-2204622.0188	-7.23554701808378	0.516662758429109	11.1436804337755
1101	s_Finegoldia_magna	0	0-Inf	-441279.463937093	0.807048358092553	1805122.26446849
1102	sexmale	17724.6888	0-890464039601992	9.7827137965812	0.437106101038455	12.5714541015341
1103	BMI	0.2025	0.0017-24.7837	-1.59693868516577	0.515488308983542	2.45261385002805
1104	hypertensionyes	0.0014	0-4425396.2498	-6.58621246278303	0.555822423691896	11.1678994097803
1105	s_Fenollaria_timonensis	0	0-Inf	-8604.49656601656	0.268992361793705	7769.19363935077
1106	sexmale	33848.891	0-1616841130698635	10.4296615163835	0.406471871400681	12.545708778001
1107	BMI	0.143	0.0011-17.9381	-1.94465249458061	0.430830979242152	2.46509182105294
1108	hypertensionyes	7e-04	0-2022331.2115	-7.29386714088935	0.512751432616053	11.1294023520136
1109	s_Faecalicoccus_pleomorphus	Inf	Inf-Inf	52284.0387689806	0.000800704043015522	15430.3450498819
1110	sexmale	11241.9311	0-346407401281885	9.32740591701477	0.449685546859481	12.3220565008475
1111	BMI	0.255	0.0023-28.4685	-1.3665743793301	0.570453722654488	2.40580171791756
1112	hypertensionyes	0.0013	0-2683450.7409	-6.61656901271022	0.545348042187363	10.9281546565638
1113	s_Faecalibacterium_prausnitzii	Inf	0-Inf	773.070771497146	0.757257428379794	2498.79557172609
1114	sexmale	23608.0972	0-1189106548324144	10.0693450335971	0.423856128005481	12.5727722381215
1115	BMI	0.2064	0.0017-25.3335	-1.57805644609522	0.520728202268217	2.45417535357669
1116	hypertensionyes	0.0014	0-4505298.7698	-6.55813046848783	0.557324085030679	11.1627016504664
1117	s_Facklamia_ignava	0	0-Inf	-431334.737571818	0.448661563683954	568532.242497748
1118	sexmale	14957.54	0-729798519937622	9.61297079979707	0.444554118574139	12.5565402102518
1119	BMI	0.1771	0.0014-21.7544	-1.73103707162916	0.481225259419795	2.4545157207694
1120	hypertensionyes	8e-04	0-2475711.1343	-7.11442473011629	0.523603591411275	11.1410525356187
1121	s_Ezakiella_massiliensis	0	0-Inf	-39509.0180919858	0.216826684770819	31920.9558434366
1122	sexmale	10695.2968	0-505426712481587	9.27755937048814	0.460007775350262	12.5402371393552
1123	BMI	0.1942	0.0016-23.4418	-1.63889763237064	0.503306685234644	2.44562217179959
1124	hypertensionyes	0.0029	0-8744927.5231	-5.84783096791616	0.599984247705098	11.1386812992407
1125	s_Eubacterium_ramulus	Inf	Inf-Inf	24946.046789947	0.00725923771853973	9225.94800422138
1126	sexmale	82068.3578	0-3053754022767121	11.3153078111727	0.362959321659128	12.4182858391058
1127	BMI	0.4181	0.0035-49.6257	-0.87203982264016	0.720730908408873	2.43701512058323
1128	hypertensionyes	9e-04	0-2064932.2102	-7.02938154702673	0.523498783988644	11.0050966851471
1129	s_Eubacterium_limosum	0	0-Inf	-5862.61288817378	0.122163148802007	3781.59143521956
1130	sexmale	39489.6822	0-1790244173603608	10.5837947068442	0.398578381695782	12.519047810434
1131	BMI	0.1881	0.0016-22.5487	-1.67095355465487	0.494389933609257	2.4421595791159
1132	hypertensionyes	0.0016	0-4502099.6448	-6.4342060445546	0.562565508264359	11.0991124888776
1133	s_Eubacterium_infirmum	0	0-Inf	-35298.0532131584	0.151304562208145	24533.8993691952
1134	sexmale	11793.745	0-539715452659019	9.37532458375285	0.454708420584388	12.5238462210879
1135	BMI	0.1815	0.0015-21.8462	-1.70647983915375	0.485617752965502	2.44413689219184
1136	hypertensionyes	0.0012	0-3319366.9337	-6.74725255080746	0.543878258953046	11.1033353014831
1137	s_Eubacterium_brachy	Inf	0-Inf	1343234.17839917	0.38606965531113	1547358.46016471
1138	sexmale	31949.5216	0-1565032054521807	10.3719124870625	0.409551072671193	12.5585562315067
1139	BMI	0.1766	0.0014-21.6164	-1.73401685599635	0.480162787129693	2.45278949201153
1140	hypertensionyes	6e-04	0-1966303.599	-7.36060080088676	0.509653937347467	11.1491157109088
1141	s_Enteractinococcus_viverrae	Inf	0-Inf	357484.396173354	0.29539633619166	341027.623603923
1142	sexmale	30908.3478	0-1478210855774989	10.33878158158	0.410592067283172	12.5463404533609
1143	BMI	0.2073	0.0017-25.1177	-1.5738002016358	0.520742436171613	2.44763971179074
1144	hypertensionyes	5e-04	0-1432504.5279	-7.69160145786607	0.491103220394172	11.1563960950481
1145	s_Enorma_timonensis	0	0-Inf	-5807.81015686768	0.848800374375524	30436.0205915858
1146	sexmale	16429.6328	0-879962040199465	9.70684186079571	0.44185007189863	12.6041112375193
1147	BMI	0.2059	0.0017-25.4559	-1.58029306120643	0.520748855607747	2.45777554760318
1148	hypertensionyes	0.0014	0-4692219.7047	-6.57323902851924	0.557420271635397	11.1911506844683
1149	s_Enorma_phocaeensis	0	0-Inf	-40319.8522742046	0.670858655066504	94780.103304172
1150	sexmale	37152.669	0-2150615727072445	10.5227908912241	0.405953494180951	12.6437447395463
1151	BMI	0.1817	0.0015-22.6022	-1.70517953765139	0.488910682649703	2.46082932217399
1152	hypertensionyes	0.001	0-3146527.6419	-6.87696585444366	0.537589965048332	11.1422326129159
1153	s_Enorma_massiliensis	0	0-Inf	-8816.76869672533	0.254194388694809	7717.12510643
1154	sexmale	28692.2605	0-1352556441173474	10.2643826963767	0.413690133322325	12.5389745716321
1155	BMI	0.1924	0.0016-23.273	-1.64820208180421	0.501073576649613	2.44668177615655
1156	hypertensionyes	5e-04	0-1558985.5066	-7.57505719836116	0.497060902142202	11.1401035968258
1157	s_Empedobacter_stercoris	Inf	0-Inf	324794.968363569	0.230233998907637	270146.155094102
1158	sexmale	34870.341	0-1648734996575852	10.4593919188783	0.404942445489347	12.5405065312052
1159	BMI	0.228	0.0019-27.6697	-1.47860839286868	0.546385441445039	2.448442164377
1160	hypertensionyes	0.001	0-2794736.0187	-6.94444743762223	0.532650518351376	11.1161712500222
1161	s_Emergencia_timonensis	0	0-0	-10277.4895909316	0.0272556016693864	4631.35130666417
1162	sexmale	5009.0206	0-207540890467437	8.51899568123593	0.4951620199922	12.4731397027769
1163	BMI	0.1641	0.0014-19.3242	-1.80723367010605	0.458197459017017	2.43295477986779
1164	hypertensionyes	0.0056	0-14844171.5892	-5.18859914527845	0.639701272654291	11.0723045948317
