	Characteristics	OR	CI	Beta	P	SE
831	BMI	1.004	0.9991-1.0088	0.00395920863818494	0.108920279367742	0.0024621470212874
832	hypertensionyes	0.9874	0.966-1.0093	-0.0126412085141131	0.259464019041661	0.0111881061640342
833	s_Levyella_massiliensis	0	0-1.04930957272227e+114	-514.811741994228	0.195311356962895	396.609477037576
834	sexmale	0.9875	0.9633-1.0123	-0.0125940428995623	0.32079121709389	0.0126631631348725
835	BMI	1.0042	0.9994-1.009	0.00417770321855483	0.0905619177623515	0.00246019658936198
836	hypertensionyes	0.988	0.9666-1.0099	-0.0120782524285001	0.280296763151267	0.0111662037910975
837	s_Leuconostoc_mesenteroides	431.926	0-5.58601186098896e+166	6.06825425006404	0.974912519294742	192.796498356026
838	sexmale	0.9856	0.9614-1.0103	-0.0145187617096384	0.252135941072453	0.0126528330648689
839	BMI	1.004	0.9991-1.0088	0.00396793580990252	0.108443640468978	0.00246423463260283
840	hypertensionyes	0.9874	0.966-1.0093	-0.012663633790745	0.258816938400428	0.0111927048109489
841	s_Leuconostoc_lactis	8e-04	0-322733949741.488	-7.09059120346937	0.679376868282037	17.1381047649044
842	sexmale	0.9856	0.9615-1.0102	-0.0145333071305148	0.250139823719419	0.0126121594338465
843	BMI	1.004	0.9991-1.0088	0.00396535173684717	0.108282203063958	0.00246149884135291
844	hypertensionyes	0.9871	0.9657-1.009	-0.0129689906800686	0.24821864922532	0.0112089367268216
845	s_Leuconostoc_citreum	11374538264814116	0-3.42028532203007e+196	36.9701537668196	0.861698259687198	212.023596140358
846	sexmale	0.9856	0.9615-1.0103	-0.0145023107387427	0.251256362242133	0.0126150193997463
847	BMI	1.004	0.9992-1.0088	0.00398274344309486	0.106957856479589	0.00246296447916212
848	hypertensionyes	0.9874	0.9659-1.0093	-0.0127270696256022	0.256461175179409	0.011193105692988
849	s_Leptotrichia_wadei	5.46287434794422e+251	0-Inf	579.646833430095	0.735623581503261	1715.03255789495
850	sexmale	0.9851	0.9608-1.0099	-0.015040152844999	0.237953098307598	0.0127182330117837
851	BMI	1.0041	0.9992-1.009	0.00408580987370553	0.101222957382554	0.00248498890456216
852	hypertensionyes	0.9875	0.966-1.0094	-0.0126147915421896	0.260470412178283	0.0111883804294435
853	s_Lawsonella_clevelandensis	4.65659766259393e+238	0-Inf	549.553537198733	0.716038197971102	1509.28458098486
854	sexmale	0.9851	0.9609-1.0099	-0.0149848591286705	0.238492739626109	0.0126860866880026
855	BMI	1.004	0.9991-1.0088	0.00396137477274088	0.108673586291238	0.00246176879054072
856	hypertensionyes	0.9876	0.9662-1.0095	-0.0124606498063891	0.266900779161242	0.0112018282890795
857	s_Laribacter_hongkongensis	8357407643594039	0-1.34801452006028e+83	36.6619246834401	0.642752993584797	78.9547300097224
858	sexmale	0.9851	0.9609-1.0098	-0.0150508006972862	0.235800514809104	0.0126687992079709
859	BMI	1.0041	0.9993-1.009	0.00413176556705957	0.0975235860065419	0.00248547283350652
860	hypertensionyes	0.9869	0.9654-1.0089	-0.013164459773663	0.242277092945656	0.0112352189145727
861	s_Lampropedia_puyangensis	18.2066	0-12627276743031614	2.90178476097576	0.867932401661402	17.4351280249589
862	sexmale	0.9854	0.9613-1.0102	-0.0146771379516426	0.247494799756954	0.0126658202526737
863	BMI	1.004	0.9992-1.0089	0.00398631901310841	0.1067585218737	0.00246376820793898
864	hypertensionyes	0.9875	0.9661-1.0094	-0.012566420397371	0.263084130503666	0.0112068478898227
865	s_Lactonifactor_longoviformis	0.0222	0-13337.1514	-3.80899442530053	0.575220369830275	6.78944039982202
866	sexmale	0.9854	0.9614-1.0101	-0.0146680744304666	0.245802409978517	0.0126126357543474
867	BMI	1.0039	0.9991-1.0088	0.003917943369439	0.112718175053189	0.00246267220400581
868	hypertensionyes	0.9872	0.9658-1.0091	-0.0129022751103813	0.249885755822028	0.0111907137628679
869	s_Lactococcus_raffinolactis	0	0-1e-04	-124.674894983139	0.0348897234219938	58.8192146226952
870	sexmale	0.985	0.9612-1.0095	-0.0150685158669259	0.229801401181664	0.0125214839059984
871	BMI	1.0037	0.9989-1.0085	0.00368679092659414	0.132982685224056	0.0024469490753993
872	hypertensionyes	0.9867	0.9655-1.0085	-0.0133469496387543	0.230512062027998	0.0111078812325636
873	s_Lactobacillus_vaginalis	14546424.6609	0-2.12580841316909e+32	16.4928557936141	0.577356008241241	29.563275174466
874	sexmale	0.9851	0.961-1.0098	-0.0150002878403437	0.236382386991764	0.0126420084800039
875	BMI	1.0036	0.9987-1.0086	0.00362666793683125	0.153958410433872	0.00253712832273518
876	hypertensionyes	0.9874	0.966-1.0092	-0.0127225379240662	0.256228570388536	0.0111836363584487
877	s_Lactobacillus_shenzhenensis	0	0-Inf	-34.1104566762529	0.951027168014045	554.909691704638
878	sexmale	0.9856	0.9615-1.0103	-0.0145130332632401	0.251162149505266	0.0126218317853799
879	BMI	1.004	0.9991-1.0088	0.00397415945396951	0.107671514620134	0.00246267567629761
880	hypertensionyes	0.9874	0.9659-1.0093	-0.0127049587797139	0.257654598467997	0.0112017867637509
881	s_Lactobacillus_senioris	4.92394899361458e+70	0-Inf	162.775067359122	0.89219827054211	1200.02925613055
882	sexmale	0.9855	0.9613-1.0102	-0.0146494038546641	0.248576933473866	0.0126709115744264
883	BMI	1.0039	0.9991-1.0088	0.00393155826754646	0.113889829618035	0.00247930697524939
884	hypertensionyes	0.9875	0.966-1.0095	-0.0125521127545664	0.26435562760384	0.011223998765663
885	s_Lactobacillus_salivarius	1.2554	0.6894-2.2861	0.227465553281004	0.457599340804174	0.305813827532123
886	sexmale	0.9859	0.9618-1.0105	-0.0142413875095086	0.259591644318715	0.0126077294361544
887	BMI	1.0041	0.9992-1.0089	0.00407137243807936	0.0994859526564582	0.0024635265453519
888	hypertensionyes	0.9876	0.9662-1.0094	-0.0125095046767776	0.264135921852098	0.0111807439209775
889	s_Lactobacillus_sakei	2.49055063993393e+114	0-6.38112555455742e+298	263.407204427886	0.22502697362692	216.641070298646
890	sexmale	0.986	0.962-1.0107	-0.0140775120850036	0.264348490332728	0.0125878101515524
891	BMI	1.004	0.9992-1.0089	0.00402549406315167	0.102336892756164	0.00245632250731675
892	hypertensionyes	0.9879	0.9665-1.0098	-0.0121596029240444	0.277185948051345	0.0111687500092562
893	s_Lactobacillus_saerimneri	Inf	0-Inf	1709.42032699144	0.612821428540789	3374.29653300801
894	sexmale	0.9848	0.9606-1.0097	-0.0153202361023333	0.229278809767755	0.0127163447813479
895	BMI	1.0042	0.9993-1.0091	0.00419698674388631	0.0944252093603916	0.00250116179689499
896	hypertensionyes	0.9868	0.9652-1.0088	-0.0133247506771252	0.237561130808328	0.011258225710055
897	s_Lactobacillus_reuteri	16319092257927723008	0-5.85805529611628e+58	44.2388674004313	0.34188648511587	46.4688192250017
898	sexmale	0.9844	0.9603-1.0091	-0.0157398525077821	0.214923338896952	0.0126641228788305
899	BMI	1.0039	0.9991-1.0087	0.00387967957518376	0.115896407052893	0.00246021155178316
900	hypertensionyes	0.988	0.9666-1.0099	-0.0120441239052001	0.282731952480833	0.0111912631651659
901	s_Lactobacillus_pontis	7e-04	0-20676630919.1611	-7.29724503117921	0.645404451784415	15.8415892803875
902	sexmale	0.9854	0.9613-1.0101	-0.0147043069547781	0.244897541747329	0.0126195204681097
903	BMI	1.004	0.9992-1.0089	0.00398706502948112	0.106376365247297	0.0024615291410884
904	hypertensionyes	0.9878	0.9663-1.0097	-0.0123039632908197	0.273457841258353	0.0112137435007638
905	s_Lactobacillus_panis	0	0-2.95595798357076e+120	-125.338304779045	0.542347135095138	205.475683024167
906	sexmale	0.9864	0.9622-1.0112	-0.0136711575687359	0.281792125096603	0.0126782524437977
907	BMI	1.004	0.9992-1.0089	0.00400883099751098	0.1044680304803	0.00246138235607934
908	hypertensionyes	0.987	0.9656-1.0089	-0.0130513425310868	0.244831606375681	0.0111993457678741
909	s_Lactobacillus_murinus	205467746435.993	0-4.15664550280306e+58	26.0485549069148	0.63962753063317	55.5745351358182
910	sexmale	0.9855	0.9614-1.0101	-0.0146465095063092	0.24658982176594	0.0126151543484052
911	BMI	1.0039	0.999-1.0088	0.00387840381779292	0.117341456609106	0.00246918575288284
912	hypertensionyes	0.9879	0.9664-1.0098	-0.0122168431405543	0.277436203772293	0.0112271844151627
913	s_Lactobacillus_mucosae	0.5537	0.317-0.967	-0.591201001505329	0.0385852057423077	0.284494957858481
914	sexmale	0.9852	0.9613-1.0096	-0.0149508765982501	0.233550901885843	0.0125241914914984
915	BMI	1.0036	0.9988-1.0084	0.00356193458056721	0.14738766805307	0.00245191496029982
916	hypertensionyes	0.9862	0.9649-1.0079	-0.0138850955064177	0.21287986337132	0.0111219437050834
917	s_Lactobacillus_ingluviei	0.2098	1e-04-333.6609	-1.56145675258683	0.678325954476322	3.76101122587621
918	sexmale	0.9855	0.9614-1.0102	-0.0146195279303538	0.247477062259193	0.0126156305459957
919	BMI	1.004	0.9991-1.0088	0.00395280456499923	0.109448583374689	0.00246184897356704
920	hypertensionyes	0.9872	0.9658-1.0091	-0.0128442466591039	0.252139964029203	0.0111936192422625
921	s_Lactobacillus_gasseri	36785.8219	1.1509-1175761802.9057	10.5128677744152	0.0479154501898366	5.29199711374608
922	sexmale	0.9849	0.9609-1.0094	-0.0152635089214071	0.224387797238902	0.0125362365799644
923	BMI	1.0042	0.9994-1.009	0.00417524067516503	0.0891239614525484	0.00244770566208514
924	hypertensionyes	0.9884	0.9671-1.0102	-0.0116358341128021	0.296512578278991	0.0111259123299186
925	s_Lactobacillus_fermentum	3887.5582	0.4941-30585265.6408	8.26553652731022	0.071963161875236	4.57678184114346
926	sexmale	0.983	0.959-1.0077	-0.0171234579631846	0.176208794139391	0.0126294155687186
927	BMI	1.0037	0.9989-1.0085	0.00369330073450564	0.133292959798373	0.00245323858963006
928	hypertensionyes	0.9886	0.9673-1.0105	-0.0114461085239871	0.305374342964777	0.011147383626454
929	s_Lactobacillus_equigenerosi	6.71574294298212e+275	0-Inf	635.11535503653	0.695801743577607	1622.7418007735
930	sexmale	0.9858	0.9617-1.0105	-0.0143091365034218	0.257812757636085	0.0126203705748254
931	BMI	1.004	0.9991-1.0088	0.00396418182392728	0.108400288330892	0.00246159967461658
932	hypertensionyes	0.9871	0.9656-1.009	-0.0129929278353271	0.247657478797789	0.0112162774853367
933	s_Lactobacillus_equicursoris	0	0-Inf	-246.528590696054	0.713569959121149	670.960610125522
934	sexmale	0.9855	0.9614-1.0101	-0.014634233263747	0.247119180346892	0.0126187410066238
935	BMI	1.004	0.9992-1.0088	0.00398566268490503	0.106556048371201	0.0024619327003673
936	hypertensionyes	0.9872	0.9658-1.0091	-0.0128629515123142	0.251666278307171	0.0111987029674398
937	s_Lactobacillus_casei	7.80257908429491e+22	0-4.08805161550851e+103	52.711326376744	0.578735207971736	94.8280646329425
938	sexmale	0.9861	0.962-1.0108	-0.0139878377384088	0.269402054488977	0.0126407677474158
939	BMI	1.0041	0.9992-1.0089	0.00406614969279738	0.100368508057992	0.00246680712805012
940	hypertensionyes	0.9874	0.9659-1.0092	-0.0127304956636114	0.255939175458541	0.0111838072301288
941	s_Lactobacillus_brevis	0	0-Inf	-331.375515111063	0.614609339535567	657.424136460162
942	sexmale	0.9855	0.9614-1.0101	-0.0146319559879244	0.246981984862699	0.0126131069744568
943	BMI	1.0039	0.9991-1.0088	0.00390991734644256	0.113661902840226	0.0024640982928329
944	hypertensionyes	0.9872	0.9658-1.0091	-0.012841745268739	0.252054885577949	0.0111894273227478
945	s_Lactobacillus_alimentarius	1.75620307685287e+36	0-Inf	83.4562174837224	0.888599925959161	595.267032275277
946	sexmale	0.9854	0.9612-1.0102	-0.0146697518828899	0.248309304428168	0.0126813190947333
947	BMI	1.004	0.9992-1.0089	0.00399038430792257	0.106710923476328	0.00246594429654433
948	hypertensionyes	0.9875	0.966-1.0094	-0.0125998362321541	0.261565375358393	0.0112008635601455
949	s_Lactobacillus_acidophilus	2.95004916627221e+47	0-2.10035147628733e+135	109.303321207466	0.290457653729606	103.20804645261
950	sexmale	0.9861	0.962-1.0107	-0.0140452843631373	0.265825492639453	0.0125979546309944
951	BMI	1.004	0.9992-1.0089	0.00401070317971673	0.103792441256343	0.00245770901537269
952	hypertensionyes	0.9865	0.9651-1.0084	-0.0136047187663207	0.22556409149764	0.011202292204112
953	s_Lachnoclostridium_phocaeense	0	0-2.92730598051089e+40	-12.1731361323696	0.820991624929644	53.7503175467453
954	sexmale	0.9857	0.9616-1.0105	-0.0143531357486465	0.256656461548981	0.012628381627202
955	BMI	1.004	0.9992-1.0089	0.00398482844902773	0.106740008957922	0.00246271626663783
956	hypertensionyes	0.9874	0.966-1.0093	-0.012693175895252	0.25753925104113	0.0111886797387557
957	s_Kurthia_massiliensis	1.83495287431798e+21	0-Inf	48.9613057524811	0.921807874230794	498.372171419925
958	sexmale	0.9855	0.9613-1.0103	-0.0146273865377595	0.250168527313102	0.0126945735817073
959	BMI	1.004	0.9991-1.0088	0.00397586928697298	0.107513820885257	0.0024626260978906
960	hypertensionyes	0.9875	0.966-1.0094	-0.012623622380074	0.260635426035964	0.0112000974666349
961	s_Kosakonia_cowanii	0	0-Inf	-205.682525352194	0.751543752231899	649.033284152262
962	sexmale	0.9855	0.9614-1.0102	-0.0146022703001227	0.248136740493905	0.0126183696027041
963	BMI	1.0039	0.9991-1.0088	0.0039323572915221	0.111713540825752	0.00246479438090032
964	hypertensionyes	0.9877	0.9662-1.0097	-0.0123620150135532	0.271904039869665	0.011230129468644
965	s_Kocuria_rhizophila	0	0-Inf	-202.482343613203	0.70909966076304	542.218042978555
966	sexmale	0.9855	0.9614-1.0102	-0.0146311188933304	0.247198892662283	0.0126181883061364
967	BMI	1.0039	0.9991-1.0088	0.00393774269478769	0.110997907766532	0.0024632147716191
968	hypertensionyes	0.9878	0.9663-1.0097	-0.0123208418976755	0.27333004009598	0.0112261290489356
969	s_Kocuria_kristinae	0	0-9.05070971476519e+89	-32.6403665426361	0.789801856237033	122.333307650645
970	sexmale	0.9858	0.9617-1.0105	-0.0143276711331655	0.257492553250615	0.0126281995917203
971	BMI	1.0039	0.999-1.0088	0.00389896234697935	0.116520089227568	0.00247668631500154
972	hypertensionyes	0.9872	0.9657-1.0091	-0.0129022356974667	0.251166559382923	0.011221042788683
973	s_Kocuria_carniphila	36.0791	0-104151806.3699	3.58571396583879	0.636962172499036	7.58961535898392
974	sexmale	0.9858	0.9617-1.0105	-0.0142921044440942	0.258265809986614	0.012617377939566
975	BMI	1.004	0.9991-1.0088	0.00395295905866611	0.109390132519711	0.00246153768269994
976	hypertensionyes	0.9877	0.9662-1.0096	-0.0124169065428987	0.268418210714971	0.0111980371177684
977	s_Kluyvera_georgiana	2.5499	0-73029646.7787	0.936042414392662	0.914982438119145	8.76037429721024
978	sexmale	0.9857	0.9616-1.0104	-0.0144100652164116	0.255076931368073	0.0126363221614906
979	BMI	1.004	0.9991-1.0088	0.00396833185845324	0.108129242403753	0.00246227607204952
980	hypertensionyes	0.9874	0.966-1.0093	-0.0126605866872521	0.258800124754641	0.0111896157113174
981	s_Klebsiella_variicola	2413231319887075328	0-9.29186648187306e+42	42.3274983199639	0.143873450365309	28.8827627711442
982	sexmale	0.9861	0.9621-1.0107	-0.0139622760951549	0.267743321595014	0.0125739275122409
983	BMI	1.0042	0.9993-1.009	0.00414962517011442	0.0922003959965117	0.00245611333744558
984	hypertensionyes	0.986	0.9646-1.0079	-0.0141024228194004	0.20861195633197	0.0111905767811358
985	s_Klebsiella_aerogenes	4e-04	0-14.2849	-7.77512763644846	0.145241338122999	5.32363815102837
986	sexmale	0.9872	0.9631-1.0119	-0.0128836550376634	0.308046314109917	0.0126170421126812
987	BMI	1.0043	0.9995-1.0092	0.00429608254130223	0.0822066479083799	0.00246322324999039
988	hypertensionyes	0.988	0.9666-1.0098	-0.0121123052642858	0.27845653574036	0.0111548223876758
989	s_Kallipyga_gabonensis	1.05711917899004e+55	0-Inf	126.697727567324	0.817310512257993	547.962326170631
990	sexmale	0.9856	0.9615-1.0103	-0.0144962267271788	0.251427968176559	0.0126143032429175
991	BMI	1.004	0.9991-1.0088	0.00396874446993566	0.108050804187062	0.00246198185420601
992	hypertensionyes	0.9876	0.9661-1.0095	-0.0125281414465287	0.264486142135773	0.0112056315354012
993	s_Jonquetella_anthropi	0	0-1.60031717423616e+303	-570.836281225286	0.378684187810555	647.443758288765
994	sexmale	0.9871	0.9628-1.012	-0.0129951496769055	0.307497830132139	0.0127117824907442
995	BMI	1.0038	0.999-1.0087	0.00384184741618901	0.119933171255711	0.00246324992008751
996	hypertensionyes	0.9868	0.9654-1.0087	-0.0132862700009777	0.23631929618249	0.0111959500406046
997	s_Jeotgalibaca_dankookensis	1.36317528452171e+36	0-4.28886819222312e+92	83.2028800942284	0.211012864226401	66.3729445585201
998	sexmale	0.9863	0.9622-1.0109	-0.0138264103153729	0.273117427379733	0.0125923325077582
999	BMI	1.0038	0.999-1.0087	0.00383237581910806	0.120058784692014	0.00245801399274433
1000	hypertensionyes	0.9883	0.9669-1.0102	-0.0117913974829575	0.292497141226261	0.0111811045186904
1001	s_Intestinimonas_massiliensis	0.9908	0-33072590.353	-0.00926575941296618	0.999164269566232	8.83851080137582
1002	sexmale	0.9856	0.9615-1.0103	-0.0144879735046316	0.251781669511845	0.0126165515747277
1003	BMI	1.004	0.9991-1.0088	0.00397111863375694	0.107880450429637	0.002462258673575
1004	hypertensionyes	0.9874	0.966-1.0093	-0.012672390438464	0.258346066624885	0.0111893497049822
1005	s_Intestinimonas_gabonensis	2.77600073542173e+30	0-2.78299559857731e+72	70.0985640973873	0.156494798630191	49.3423931118304
1006	sexmale	0.9853	0.9613-1.0099	-0.0148252948697537	0.239344597143139	0.0125738400799851
1007	BMI	1.004	0.9992-1.0088	0.00399921095677308	0.104220656254312	0.00245371557415821
1008	hypertensionyes	0.9888	0.9673-1.0107	-0.0112948066952921	0.313751736569242	0.0111925092459196
1009	s_Intestinimonas_butyriciproducens	0.0134	0-28330431792.9931	-4.3113518579351	0.766093530282836	14.478854209262
1010	sexmale	0.9856	0.9615-1.0102	-0.0145419767999276	0.249956269499748	0.0126147819911192
1011	BMI	1.004	0.9991-1.0088	0.00394602490743685	0.110257240966137	0.00246325062137722
1012	hypertensionyes	0.9873	0.9659-1.0092	-0.0127694718552879	0.254850861582077	0.0111923318949636
1013	s_Intestinibacillus_massiliensis	7.80520816994722e+111	0-Inf	257.641736547309	0.749179604701234	805.064152040628
1014	sexmale	0.9852	0.961-1.01	-0.014906382950478	0.240755653072066	0.012680709256002
1015	BMI	1.0039	0.9991-1.0088	0.00393570570360869	0.111329401991575	0.0024642353545357
1016	hypertensionyes	0.9876	0.9662-1.0096	-0.0124555797600848	0.267349439109765	0.0112078001732996
1017	s_Ileibacterium_massiliense	0	0-Inf	-1611.18032793527	0.278925536212597	1485.2672407745
1018	sexmale	0.9869	0.9627-1.0116	-0.0132050720693389	0.297232800738065	0.0126452562377357
1019	BMI	1.0042	0.9993-1.009	0.00416975283870006	0.0916730664883889	0.00246400568998824
1020	hypertensionyes	0.988	0.9666-1.0099	-0.0120638696087086	0.281490096347616	0.011180663858479
1021	s_Ihubacter_massiliensis	37473419170350088192	0-4.62705714687511e+203	45.070163533412	0.835064249689549	216.268638471922
1022	sexmale	0.9857	0.9616-1.0104	-0.0143853197467563	0.255433816125755	0.0126241207066474
1023	BMI	1.004	0.9991-1.0088	0.00396516449246033	0.108394339306799	0.00246216819988992
1024	hypertensionyes	0.9875	0.966-1.0094	-0.0126160262883121	0.260565744235174	0.011191718385742
1025	s_Ignatzschineria_indica	684049.5012	0-5.41358336861106e+22	13.4357855641338	0.499076591295167	19.8520396507739
1026	sexmale	0.986	0.9619-1.0107	-0.0140632749449665	0.266088908389187	0.0126210584728014
1027	BMI	1.0039	0.9991-1.0088	0.00393379227193791	0.111014292937103	0.00246085702487728
1028	hypertensionyes	0.988	0.9665-1.0099	-0.0121192273242741	0.280561636908265	0.0112102688299791
1029	s_Idiomarina_woesei	0	0-1.14604262572577e+133	-49.9190136404178	0.783816480849774	181.785278480332
1030	sexmale	0.9855	0.9614-1.0102	-0.014615893546651	0.2478455887761	0.0126223510951778
1031	BMI	1.004	0.9992-1.0088	0.00397898521322396	0.107155786467242	0.002462034826951
1032	hypertensionyes	0.9876	0.9662-1.0096	-0.0124508391296269	0.267917782569367	0.0112168788843932
1033	s_Idiomarina_homiensis	0	0-5.37038992672786e+292	-109.821741516504	0.783816480849773	399.9272904024
1034	sexmale	0.9855	0.9614-1.0102	-0.014615893546651	0.2478455887761	0.0126223510951778
1035	BMI	1.004	0.9992-1.0088	0.00397898521322396	0.107155786467242	0.002462034826951
1036	hypertensionyes	0.9876	0.9662-1.0096	-0.0124508391296269	0.267917782569367	0.0112168788843932
1037	s_Huakuichenia_soli	0	0-1.50182903321569e+225	-84.4781475080269	0.783816480849773	307.635957730848
1038	sexmale	0.9855	0.9614-1.0102	-0.014615893546651	0.2478455887761	0.0126223510951778
1039	BMI	1.004	0.9992-1.0088	0.00397898521322396	0.107155786467242	0.002462034826951
1040	hypertensionyes	0.9876	0.9662-1.0096	-0.0124508391296269	0.267917782569367	0.0112168788843932
1041	s_Holdemania_massiliensis	5619620.9823	0-4.90710134723011e+22	15.5417747787197	0.407284144883946	18.7274391212484
1042	sexmale	0.9863	0.9622-1.0111	-0.0137440983646934	0.27749514421564	0.0126322728707839
1043	BMI	1.0038	0.999-1.0087	0.00383138792379853	0.121205838143454	0.00246501528260176
1044	hypertensionyes	0.9876	0.9662-1.0095	-0.0124628547080439	0.265836002785957	0.0111788365039073
1045	s_Helcococcus_seattlensis	0	0-4.69653902832108e+186	-591.821933154784	0.257152571766815	521.249788934786
1046	sexmale	0.9853	0.9613-1.0099	-0.0148114984968727	0.240405808315006	0.0125906004985948
1047	BMI	1.0038	0.999-1.0087	0.00383353128068166	0.120200801691923	0.00245970142464953
1048	hypertensionyes	0.987	0.9657-1.0089	-0.0130532323067428	0.243506262936705	0.0111694612210998
1049	s_Gorbachella_massiliensis	3.4168	0.0024-4939.9657	1.22869068595514	0.740911545970704	3.7124607009408
1050	sexmale	0.9859	0.9618-1.0106	-0.0142154658417057	0.261670989112255	0.0126399126450544
1051	BMI	1.004	0.9991-1.0088	0.00396445293173035	0.108405414200532	0.00246180392174994
1052	hypertensionyes	0.9874	0.966-1.0093	-0.012637346323357	0.259590960075621	0.0111876749236693
1053	s_Geobacillus_stearothermophilus	Inf	0-Inf	726.079370198239	0.376623069414569	819.965192999768
1054	sexmale	0.986	0.962-1.0107	-0.0140676645444711	0.265419331155667	0.0126072882979406
1055	BMI	1.004	0.9992-1.0089	0.00402695080538283	0.102678001462816	0.00245966392523393
1056	hypertensionyes	0.9879	0.9665-1.0098	-0.0121473433970503	0.27857546181621	0.0111898646895312
1057	s_Gardnerella_vaginalis	0	0-3.71477744646937e+72	-61.171610422214	0.599819714151415	116.464314228277
1058	sexmale	0.9853	0.9612-1.01	-0.0148329644358947	0.241061643650078	0.0126264825924323
1059	BMI	1.004	0.9991-1.0088	0.0039710085534595	0.107712946845998	0.00246101415317436
1060	hypertensionyes	0.988	0.9665-1.01	-0.0120645637169309	0.284161732663567	0.0112436628841965
1061	s_Galbibacter_marinus	0	0-2.65864483106758e+42	-15.9162026009324	0.783816480849773	57.960506651863
1062	sexmale	0.9855	0.9614-1.0102	-0.014615893546651	0.2478455887761	0.0126223510951778
1063	BMI	1.004	0.9992-1.0088	0.00397898521322396	0.107155786467242	0.002462034826951
1064	hypertensionyes	0.9876	0.9662-1.0096	-0.0124508391296269	0.267917782569367	0.0112168788843932
1065	s_Gabonibacter_timonensis	0	0-2.25761378829763e+106	-33.7632839994899	0.812447548061921	142.169189931867
1066	sexmale	0.9855	0.9614-1.0102	-0.0146038968702257	0.24827985653945	0.0126236028169457
1067	BMI	1.004	0.9991-1.0088	0.00395514266033477	0.109385474174886	0.00246286493116537
1068	hypertensionyes	0.9873	0.9659-1.0092	-0.0127477073398458	0.255675387200537	0.0111927014588559
1069	s_Gabonibacter_massiliensis	378718584.4718	0-2.33295884907621e+30	19.7523039660588	0.440964101160684	25.5981562132736
1070	sexmale	0.9851	0.961-1.0097	-0.01504150491641	0.234391511458563	0.0126228330969921
1071	BMI	1.0038	0.999-1.0087	0.00383221591836536	0.121308737041459	0.00246623257395575
1072	hypertensionyes	0.9873	0.966-1.0092	-0.0127338762395982	0.255569878459791	0.0111780705316148
1073	s_Gabonia_massiliensis	0	0-18147.3398	-22.1384584437851	0.175419531083489	16.2983355647388
1074	sexmale	0.987	0.9629-1.0117	-0.0130884935838369	0.300449481472012	0.0126174894632665
1075	BMI	1.0043	0.9994-1.0091	0.00426456633602535	0.0845459215479916	0.0024638571019956
1076	hypertensionyes	0.988	0.9667-1.0099	-0.012037485443647	0.281805269389955	0.0111635357620246
1077	s_Fusobacterium_ulcerans	0.0023	0-174.7407	-6.08342844726505	0.289949554512827	5.73812825683843
1078	sexmale	0.9857	0.9617-1.0103	-0.0144248303119531	0.252893244689494	0.0125911026939998
1079	BMI	1.0042	0.9993-1.009	0.00415259015212679	0.0929260690353318	0.00246336998248983
1080	hypertensionyes	0.9864	0.965-1.0083	-0.0136836635125395	0.22313615252575	0.0112082655120583
1081	s_Fusicatenibacter_saccharivorans	Inf	0-Inf	1427.57536591587	0.556946120979374	2427.56987548982
1082	sexmale	0.9848	0.9607-1.0096	-0.0152752188518892	0.229269348106514	0.0126787205878413
1083	BMI	1.0039	0.9991-1.0088	0.00393384973133356	0.111106601045581	0.0024615317804627
1084	hypertensionyes	0.9878	0.9663-1.0097	-0.0123059726901447	0.272790478895112	0.0111999482041278
1085	s_Franconibacter_pulveris	5091142.8788	0-3.22231085476661e+31	15.4430128974598	0.596500971541629	29.1363386450405
1086	sexmale	0.9858	0.9617-1.0104	-0.014337003247533	0.256593669167927	0.0126125187674943
1087	BMI	1.004	0.9992-1.0089	0.00403551987608663	0.102552268763485	0.00246399218407142
1088	hypertensionyes	0.9876	0.9662-1.0095	-0.012494341859339	0.265061819577395	0.011188902149411
1089	s_Flavobacterium_ummariense	667.2592	0-6.46955913789129e+61	6.50317859840023	0.925297019503373	69.2967449188767
1090	sexmale	0.9856	0.9616-1.0103	-0.0144622566097061	0.252686010127869	0.0126182464627924
1091	BMI	1.004	0.9992-1.0089	0.00398378400432362	0.107276931357248	0.00246585841958388
1092	hypertensionyes	0.9874	0.966-1.0093	-0.0126422555137987	0.259663120608411	0.011193719859734
1093	s_Flavobacterium_marinum	2.2913397983656e+26	0-Inf	60.6963491291161	0.925297019503373	646.769784877525
1094	sexmale	0.9856	0.9616-1.0103	-0.0144622566097061	0.252686010127869	0.0126182464627924
1095	BMI	1.004	0.9992-1.0089	0.00398378400432362	0.107276931357248	0.00246585841958388
1096	hypertensionyes	0.9874	0.966-1.0093	-0.0126422555137987	0.259663120608411	0.011193719859734
1097	s_Flaviflexus_huanghaiensis	0	0-7.85988972927514e+221	-154.721154529825	0.649039844246853	339.619506458417
1098	sexmale	0.9854	0.9614-1.0101	-0.0146808859314192	0.245591021939852	0.0126179884233978
1099	BMI	1.004	0.9992-1.0089	0.00400570021235702	0.104891520920622	0.00246247642247257
1100	hypertensionyes	0.9872	0.9657-1.0091	-0.0129275357367458	0.249323913034889	0.011199295562357
1101	s_Finegoldia_magna	6612380050.4208	0-Inf	22.6122094941434	0.990056376750348	1812.80634824151
1102	sexmale	0.9856	0.9615-1.0103	-0.0144820263181017	0.252291513376028	0.0126249685411741
1103	BMI	1.004	0.9991-1.0088	0.0039702843387105	0.108067488411476	0.00246305419008558
1104	hypertensionyes	0.9874	0.9659-1.0093	-0.0126819008704573	0.259096218914022	0.0112154391672375
