	Characteristics	OR	CI	Beta	P	SE
844	hypertensionyes	0.8723	0.7046-1.0798	-0.136641268802272	0.210526624693258	0.108885635031595
845	s_Leuconostoc_citreum	4.18739620193589e+243	0-Inf	560.9602567068	0.785479762626324	2059.03780280404
846	sexmale	0.9506	0.7477-1.2086	-0.0506335287019476	0.679690024630814	0.122509014562647
847	BMI	1.0248	0.9779-1.074	0.0245063796038162	0.306423786738356	0.0239187385832338
848	hypertensionyes	0.8729	0.7054-1.0801	-0.135958611298423	0.212031604959128	0.108700296439583
849	s_Leptotrichia_wadei	Inf	0-Inf	3606.65347306274	0.828746687958524	16658.5043381641
850	sexmale	0.9476	0.7438-1.2072	-0.0538533161203723	0.663209119123532	0.123535112394967
851	BMI	1.0254	0.978-1.075	0.0250434449861112	0.300350320220084	0.0241372668153592
852	hypertensionyes	0.8739	0.7063-1.0814	-0.13477022765919	0.215937584656433	0.108675303604546
853	s_Lawsonella_clevelandensis	Inf	0-Inf	11232.309681375	0.443779580457313	14646.7859458711
854	sexmale	0.9412	0.7394-1.1981	-0.0605708846699622	0.623092896466134	0.123111571237738
855	BMI	1.0244	0.9776-1.0735	0.0241309406786175	0.313301870880377	0.0238901271354322
856	hypertensionyes	0.8774	0.709-1.0857	-0.130801378671798	0.229868251037616	0.108707650776826
857	s_Laribacter_hongkongensis	Inf	0-Inf	821.490549843012	0.284151729812355	765.578497715237
858	sexmale	0.9389	0.738-1.1945	-0.0630260779582914	0.608297099126168	0.122842042070184
859	BMI	1.0283	0.9809-1.0781	0.0279297791922537	0.247452604003344	0.0241001971351639
860	hypertensionyes	0.864	0.6979-1.0697	-0.146155100908133	0.180781137098189	0.108941440456591
861	s_Lampropedia_puyangensis	8.26897431281427e+44	0-9.31805263668048e+188	103.426254568029	0.541576529400768	169.230457437324
862	sexmale	0.9444	0.7422-1.2018	-0.0571546158339361	0.642349276578443	0.122938159795012
863	BMI	1.0252	0.9782-1.0744	0.0248721678218305	0.299179123134436	0.0239140555923754
864	hypertensionyes	0.8769	0.7085-1.0853	-0.131352683577181	0.228210963931105	0.108776946869002
865	s_Lactonifactor_longoviformis	0	0-1.84846894491856e+30	-59.4385620114314	0.367709865349512	65.8828941328337
866	sexmale	0.9482	0.7459-1.2052	-0.053226346083576	0.66396488525745	0.122389607567871
867	BMI	1.0238	0.9769-1.0729	0.0235002120844732	0.326237299457273	0.0238971052908337
868	hypertensionyes	0.8705	0.7036-1.0769	-0.138716264201335	0.202482160273807	0.108591660975357
869	s_Lactococcus_raffinolactis	0	0-0	-1227.50724495027	0.0324454835785364	571.13496960129
870	sexmale	0.9454	0.745-1.1998	-0.0561327538530709	0.644658165835901	0.121583692946082
871	BMI	1.0218	0.9753-1.0705	0.0215304933864011	0.365600934135084	0.023759891980177
872	hypertensionyes	0.8678	0.7025-1.0721	-0.1417702341076	0.189746972646702	0.107857601479213
873	s_Lactobacillus_vaginalis	1.4384486116631e+125	0-Inf	288.18670180407	0.315775355558362	286.775370232405
874	sexmale	0.9424	0.741-1.1984	-0.0593674648232489	0.628675186912762	0.122632443155879
875	BMI	1.0185	0.9705-1.0688	0.0183113034897077	0.457465854620535	0.0246111403349493
876	hypertensionyes	0.8728	0.7056-1.0796	-0.136005279028459	0.210974972394698	0.108485661291304
877	s_Lactobacillus_shenzhenensis	0	0-Inf	-4386.25286487341	0.415854805695556	5383.19261962944
878	sexmale	0.9478	0.7456-1.2049	-0.0536183345400356	0.661787063220938	0.122444701775775
879	BMI	1.025	0.9781-1.0742	0.0247232210869384	0.301600987434076	0.0238904775378162
880	hypertensionyes	0.8699	0.7031-1.0765	-0.139321068101223	0.200845442174608	0.108668809960852
881	s_Lactobacillus_senioris	0	0-Inf	-2940.19341563707	0.800994014640911	11653.8890427544
882	sexmale	0.9536	0.7492-1.2137	-0.0475059647712481	0.699732054799282	0.123051497956858
883	BMI	1.0254	0.9781-1.0749	0.0250439206357812	0.29914295321724	0.0240773866510969
884	hypertensionyes	0.8717	0.704-1.0793	-0.13730029075322	0.208817284226009	0.109000039426388
885	s_Lactobacillus_salivarius	13.7905	0.041-4642.7951	2.62397748628571	0.37753138039997	2.96892570219313
886	sexmale	0.9535	0.7502-1.2121	-0.0475720836566784	0.697811711946739	0.122399344304874
887	BMI	1.0258	0.9788-1.075	0.0254864208462707	0.287477118747351	0.0239166009514793
888	hypertensionyes	0.8752	0.7075-1.0827	-0.133249808850253	0.220599511251571	0.108545771996339
889	s_Lactobacillus_sakei	Inf	0-Inf	1283.00216921628	0.543256707007733	2108.06329704586
890	sexmale	0.9527	0.7494-1.2113	-0.0484185359910678	0.692918621657174	0.122487857607463
891	BMI	1.0249	0.978-1.0741	0.0245946432754824	0.304343533114945	0.0239016697814683
892	hypertensionyes	0.8758	0.7078-1.0837	-0.132630885116118	0.223313393614664	0.108679448157899
893	s_Lactobacillus_saerimneri	Inf	0-Inf	19538.6421531368	0.551434689553321	32765.8941268555
894	sexmale	0.9418	0.7394-1.1997	-0.0599293936238159	0.627808658684077	0.123481265712828
895	BMI	1.0273	0.9795-1.0774	0.0269115878535442	0.268762195445894	0.0242873742214174
896	hypertensionyes	0.8671	0.6999-1.0743	-0.142585273712236	0.193180916652653	0.109322292235847
897	s_Lactobacillus_reuteri	3.19782856469091e+137	0-Inf	316.616629746121	0.483836807307107	451.632971765657
898	sexmale	0.9424	0.7404-1.1995	-0.0593770755177285	0.62987722632204	0.12308329641168
899	BMI	1.024	0.9771-1.0731	0.0236754089387251	0.322929030959213	0.0239109293680141
900	hypertensionyes	0.8775	0.7091-1.0861	-0.130632161218194	0.230730310864274	0.108768493053855
901	s_Lactobacillus_pontis	0	0-2.43867242244034e+106	-56.6304661824098	0.713121853224091	153.875479511148
902	sexmale	0.9492	0.7465-1.207	-0.0520961589257145	0.671150616304039	0.122578279796408
903	BMI	1.0248	0.9778-1.0739	0.0244536005246041	0.307283992570182	0.0239097839371818
904	hypertensionyes	0.8761	0.7077-1.0846	-0.132269484793006	0.225611297020607	0.108923424774767
905	s_Lactobacillus_panis	0	0-Inf	-678.679959406416	0.73415059274442	1996.48505367387
906	sexmale	0.955	0.7502-1.2159	-0.0459948300259385	0.709143888674846	0.12318704159153
907	BMI	1.0248	0.9779-1.074	0.0245340067125953	0.3058202688025	0.0239157890265341
908	hypertensionyes	0.8718	0.7044-1.0791	-0.137180531409057	0.208452152266768	0.108817384653037
909	s_Lactobacillus_murinus	5.12212584998145e+223	0-Inf	515.110045295624	0.340123079121011	539.099562314658
910	sexmale	0.9479	0.7457-1.2048	-0.0535502192139378	0.662004411909638	0.122373028782636
911	BMI	1.0228	0.9758-1.0719	0.022496647216173	0.348398163576265	0.0239522823789632
912	hypertensionyes	0.8815	0.7121-1.0913	-0.126120669659816	0.247805224186777	0.108909056808992
913	s_Lactobacillus_mucosae	0.0063	0-1.4205	-5.07340507145579	0.0678065017931571	2.76756552745969
914	sexmale	0.9471	0.7459-1.2025	-0.0543895656450965	0.655629009357221	0.121835272203372
915	BMI	1.021	0.9744-1.0699	0.0208184416740631	0.383491503973627	0.0238522164732495
916	hypertensionyes	0.8646	0.6994-1.0688	-0.145535560350397	0.179636986286016	0.108194212748922
917	s_Lactobacillus_ingluviei	1e-04	0-1.59401722428329e+27	-8.97134635796289	0.806197954193099	36.5343883953113
918	sexmale	0.9501	0.7472-1.2081	-0.0511734997393774	0.676564804821617	0.122547984714345
919	BMI	1.0245	0.9776-1.0737	0.0242245853783863	0.311920527629494	0.0239143520636375
920	hypertensionyes	0.8727	0.7052-1.08	-0.136115999039491	0.211648156508263	0.108734595135587
921	s_Lactobacillus_gasseri	1.51210656539192e+21	0-1.44222514160116e+65	48.7677907079053	0.346011751198965	51.6665446402388
922	sexmale	0.9474	0.7453-1.2043	-0.0540154552774027	0.659305880238233	0.122393117939709
923	BMI	1.0256	0.9787-1.0748	0.0252766821637281	0.29106604104467	0.0238973096806483
924	hypertensionyes	0.8778	0.7095-1.0861	-0.130320112348003	0.231224183392494	0.108623915263289
925	s_Lactobacillus_fermentum	3.33346794362168e+36	0.0509-2.18179143856358e+74	84.0970765343827	0.0593591546710782	44.4256972690439
926	sexmale	0.9257	0.728-1.1771	-0.0772314074461268	0.529196055652458	0.122590635126421
927	BMI	1.0217	0.9751-1.0706	0.021503257924038	0.36727496088302	0.0238129844712922
928	hypertensionyes	0.8846	0.7155-1.0936	-0.122652049677564	0.257936874114561	0.108204915051624
929	s_Lactobacillus_equigenerosi	Inf	0-Inf	15064.5682197904	0.339306664392781	15739.4771645578
930	sexmale	0.9549	0.7512-1.2138	-0.0461725622678754	0.706302261703043	0.122408897321829
931	BMI	1.0245	0.9776-1.0735	0.0241656220108392	0.312318768134497	0.0238758204468774
932	hypertensionyes	0.867	0.7005-1.073	-0.142732221564855	0.190562763579443	0.108790161976262
933	s_Lactobacillus_equicursoris	Inf	0-Inf	4872.80240704489	0.454875374868408	6511.65120748433
934	sexmale	0.9536	0.7501-1.2123	-0.0475312481657172	0.698210942274654	0.122464476860038
935	BMI	1.0243	0.9775-1.0734	0.0240418387300053	0.315146528804838	0.0238929779172772
936	hypertensionyes	0.8769	0.7087-1.0851	-0.131361094663425	0.227780640599368	0.108683053222075
937	s_Lactobacillus_casei	Inf	0-Inf	735.403821655509	0.42497187853851	920.455653681676
938	sexmale	0.9575	0.7528-1.2178	-0.04343854067117	0.723577162944415	0.122698551162288
939	BMI	1.026	0.9789-1.0753	0.025655797729056	0.284847322161976	0.0239442466356864
940	hypertensionyes	0.8729	0.7056-1.0799	-0.13593955814109	0.211492113042157	0.108556455670634
941	s_Lactobacillus_brevis	0	0-Inf	-6302.25529076861	0.323843219112053	6377.00675867288
942	sexmale	0.9482	0.7461-1.2052	-0.0531536310185947	0.66428601761222	0.122346996350124
943	BMI	1.0234	0.9766-1.0725	0.0231661126557599	0.333244157596767	0.0239017258356804
944	hypertensionyes	0.8708	0.7039-1.0772	-0.138349957184924	0.203447713214203	0.108537319677745
945	s_Lactobacillus_alimentarius	Inf	0-Inf	1225.15039101413	0.832314428180631	5781.03897563811
946	sexmale	0.9483	0.7449-1.2072	-0.0530846076188304	0.666765988453632	0.123156828741113
947	BMI	1.0249	0.9779-1.0742	0.0246128060762748	0.304930948016726	0.0239484455162685
948	hypertensionyes	0.8745	0.7066-1.0824	-0.134063820793106	0.218786201534486	0.108779128174632
949	s_Lactobacillus_acidophilus	Inf	0-Inf	1797.08781193269	0.0730029976013872	998.730898257097
950	sexmale	0.9578	0.7542-1.2163	-0.0431373792892047	0.723709561470097	0.121908775306511
951	BMI	1.0253	0.9786-1.0742	0.024980838350265	0.294426325554267	0.0237829318250375
952	hypertensionyes	0.8603	0.6956-1.064	-0.150457674892193	0.166222612489296	0.108403130764503
953	s_Lachnoclostridium_phocaeense	0	0-Inf	-88.742471397677	0.865137783513894	522.048558299159
954	sexmale	0.9518	0.7484-1.2104	-0.0494344099966174	0.68721431303611	0.122652827425604
955	BMI	1.0247	0.9778-1.0739	0.0244297838235671	0.307941970331971	0.0239190675549045
956	hypertensionyes	0.8735	0.7059-1.0808	-0.135280182785493	0.214186499793159	0.10866976035646
957	s_Kurthia_massiliensis	Inf	0-Inf	900.413723527174	0.85254803523092	4840.03023517184
958	sexmale	0.9484	0.7448-1.2076	-0.0529792649526626	0.667713830594308	0.123285615613369
959	BMI	1.0247	0.9778-1.0739	0.0244174212579622	0.30812915982816	0.0239162325973268
960	hypertensionyes	0.8744	0.7065-1.0822	-0.134232204491281	0.218178528953623	0.108771744258787
961	s_Kosakonia_cowanii	Inf	0-Inf	839.944183785433	0.894102685335386	6304.37619977991
962	sexmale	0.9513	0.7481-1.2096	-0.049952641080987	0.683906382821216	0.122568365823056
963	BMI	1.0248	0.9778-1.074	0.0244879066578918	0.30725213603723	0.0239417475370243
964	hypertensionyes	0.8725	0.7045-1.0805	-0.136395715960167	0.212173488054431	0.109083713688182
965	s_Kocuria_rhizophila	0	0-Inf	-1094.60574462284	0.835511755747918	5266.95141542528
966	sexmale	0.9501	0.7472-1.2081	-0.0511915483961671	0.676510743991114	0.122569482184746
967	BMI	1.0244	0.9775-1.0736	0.0241493741519223	0.313677310527165	0.0239269657214059
968	hypertensionyes	0.8753	0.7068-1.0838	-0.13322813957334	0.222799678668164	0.109047415610212
969	s_Kocuria_kristinae	0	0-Inf	-351.018986912384	0.767861806184659	1188.07994690047
970	sexmale	0.9525	0.749-1.2113	-0.0486928537102166	0.69163870555182	0.122642892508273
971	BMI	1.0238	0.9767-1.0733	0.0235539278125683	0.328277927480225	0.0240531495642973
972	hypertensionyes	0.8714	0.7038-1.079	-0.137600571120424	0.207729625312355	0.108976828768646
973	s_Kocuria_carniphila	921914645.5127	0-5.30333219407131e+71	20.6419632018697	0.779701827142833	73.7295478263108
974	sexmale	0.9519	0.7486-1.2104	-0.0492900880986397	0.687884100891757	0.122571899396284
975	BMI	1.0245	0.9776-1.0737	0.0242252693897833	0.311873160350135	0.0239126822267827
976	hypertensionyes	0.8749	0.7069-1.0828	-0.133657849813026	0.220199882144308	0.108783670078617
977	s_Kluyvera_georgiana	9.25640095690886e+35	0-1.87064984776023e+108	82.8157935623391	0.330400886947888	84.9437154916772
978	sexmale	0.9574	0.753-1.2173	-0.0435101200588515	0.72276736791623	0.122526289189339
979	BMI	1.0244	0.9775-1.0735	0.0240848628731871	0.313921361102459	0.0238751075045669
980	hypertensionyes	0.8745	0.707-1.0817	-0.134087310856732	0.21751985084869	0.10849850716379
981	s_Klebsiella_variicola	2.95775133225248e+84	0-Inf	194.501577106079	0.489876103391933	281.320019749091
982	sexmale	0.9531	0.7497-1.2117	-0.0480021946218508	0.695385650616107	0.122470885631525
983	BMI	1.0255	0.9785-1.0747	0.0251500522854539	0.293996958413655	0.0239227063584964
984	hypertensionyes	0.8679	0.7009-1.0746	-0.141699783115805	0.194625098364731	0.108996958013242
985	s_Klebsiella_aerogenes	0	0-1.696	-100.521846184629	0.0521723513257261	51.5561686441104
986	sexmale	0.9708	0.764-1.2334	-0.0296747224717534	0.808285688546059	0.122188310418052
987	BMI	1.0289	0.9819-1.0782	0.0285312910256276	0.232661492940632	0.0238548056201127
988	hypertensionyes	0.88	0.712-1.0875	-0.127887722530658	0.237448041899308	0.108027609671972
989	s_Kallipyga_gabonensis	Inf	0-Inf	3309.35345892941	0.534301006133626	5318.79462029912
990	sexmale	0.9506	0.7478-1.2085	-0.0506296220960394	0.679544628444234	0.122440695323202
991	BMI	1.0246	0.9777-1.0737	0.0242681925835581	0.310705673555338	0.0238972192357388
992	hypertensionyes	0.8769	0.7085-1.0853	-0.131361554783508	0.228139020823131	0.10876742776106
993	s_Jonquetella_anthropi	0	0-Inf	-5035.70490138504	0.423991672693208	6289.51651106853
994	sexmale	0.9634	0.7563-1.2273	-0.0372479741567106	0.763147648138949	0.123487121216463
995	BMI	1.0235	0.9766-1.0726	0.0231894862749167	0.33330691010209	0.0239289526618137
996	hypertensionyes	0.8689	0.7021-1.0753	-0.140544129266203	0.197313180433438	0.108761744531444
997	s_Jeotgalibaca_dankookensis	5.93735084576743e+85	0-Inf	197.500995952826	0.760126845479279	646.266281416381
998	sexmale	0.9523	0.7489-1.211	-0.04884787996284	0.690629667853798	0.122610198451755
999	BMI	1.0243	0.9774-1.0735	0.0240004054198442	0.316796818754944	0.0239334200603338
1000	hypertensionyes	0.8754	0.7072-1.0837	-0.133037238011773	0.222706694969514	0.108869222052532
1001	s_Intestinimonas_massiliensis	9.21377505518575e+46	0-6.79870461037058e+119	108.139613930569	0.207518443519916	85.6044613424909
1002	sexmale	0.9489	0.7468-1.2057	-0.052484661797079	0.667871328395352	0.122196275574637
1003	BMI	1.0244	0.9776-1.0734	0.0241022387650301	0.313023118192514	0.0238479459010734
1004	hypertensionyes	0.874	0.7067-1.0808	-0.134699355079734	0.214904566265427	0.108373262848608
1005	s_Intestinimonas_gabonensis	Inf	0-Inf	805.156344275651	0.0935539787911056	478.550563149632
1006	sexmale	0.9472	0.7458-1.2029	-0.0542911314633544	0.656509849462262	0.121948245144753
1007	BMI	1.025	0.9782-1.0739	0.0246525908204634	0.301100469195287	0.023797527759976
1008	hypertensionyes	0.8875	0.7174-1.098	-0.119305800387233	0.272651038725677	0.108551313888504
1009	s_Intestinimonas_butyriciproducens	7.58908312183411e+41	0-3.15744069527347e+161	96.432699596054	0.493123916773934	140.527174575957
1010	sexmale	0.952	0.7489-1.2102	-0.0492147302211114	0.688006213976293	0.122435079840064
1011	BMI	1.0252	0.9783-1.0744	0.0248905363304165	0.298691430150892	0.0239075306023303
1012	hypertensionyes	0.8755	0.7076-1.0832	-0.132956130405025	0.221970108511796	0.108629229591211
1013	s_Intestinibacillus_massiliensis	Inf	0-Inf	4065.30488772745	0.603401265596452	7816.58987716257
1014	sexmale	0.9446	0.7421-1.2024	-0.0570179215020473	0.64363647700119	0.123120503321958
1015	BMI	1.0241	0.9771-1.0732	0.0237712270491699	0.321281082979487	0.0239259406575065
1016	hypertensionyes	0.8766	0.7082-1.085	-0.131707932901503	0.227140276205463	0.108819622831068
1017	s_Ileibacterium_massiliense	0	0-Inf	-10738.4504870341	0.45770468231208	14440.5893005131
1018	sexmale	0.959	0.7536-1.2203	-0.0418670061138775	0.733699774665678	0.122944172547476
1019	BMI	1.026	0.9789-1.0753	0.0256537155300913	0.285130794882933	0.0239564256360313
1020	hypertensionyes	0.8772	0.7088-1.0854	-0.131072867047393	0.228891992122348	0.108704595681512
1021	s_Ihubacter_massiliensis	Inf	0-Inf	1963.6055887945	0.349947463424912	2097.40184033639
1022	sexmale	0.9551	0.7513-1.2141	-0.0459385655500495	0.70777066296799	0.122430391155343
1023	BMI	1.0244	0.9775-1.0734	0.0240711374161464	0.314264005172268	0.0238784326296912
1024	hypertensionyes	0.8758	0.7079-1.0834	-0.132674330715548	0.222564409461403	0.108538764125199
1025	s_Ignatzschineria_indica	4.30141918469486e+97	0-3.13563051533337e+261	224.809699031622	0.243842595734891	192.504000262758
1026	sexmale	0.9576	0.7534-1.2172	-0.0433095854195929	0.723688312182964	0.122385623155338
1027	BMI	1.024	0.9772-1.073	0.0237054723261939	0.321342231565743	0.0238627783188574
1028	hypertensionyes	0.8817	0.7125-1.0911	-0.125873390254694	0.247847585175388	0.108705283273387
1029	s_Idiomarina_woesei	Inf	0-Inf	1192.47838787663	0.499661781358789	1764.35285014406
1030	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
1031	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
1032	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
1033	s_Idiomarina_homiensis	Inf	0-Inf	2623.45033939876	0.499661781358789	3881.57314261402
1034	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
1035	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
1036	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
1037	s_Huakuichenia_soli	Inf	0-Inf	2018.03597075908	0.499661781358789	2985.82142276139
1038	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
1039	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
1040	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
1041	s_Holdemania_massiliensis	1.14533759440774e+35	0-1.02869556490632e+190	80.7261776906179	0.657765335375283	182.037388538795
1042	sexmale	0.9545	0.7503-1.2142	-0.0465539589247061	0.704866645161095	0.122790198372498
1043	BMI	1.0239	0.9769-1.0731	0.0236040169924343	0.325394744601338	0.0239608278445245
1044	hypertensionyes	0.8746	0.7068-1.0821	-0.134040220993617	0.218373389404416	0.108662278429972
1045	s_Helcococcus_seattlensis	0	0-Inf	-7327.80861796099	0.148279006878236	5055.36357746223
1046	sexmale	0.947	0.7455-1.2031	-0.0544222943964353	0.656161539060905	0.122110482402396
1047	BMI	1.0229	0.9762-1.0718	0.0226263619038303	0.343680187250861	0.0238555204387064
1048	hypertensionyes	0.8695	0.7032-1.0752	-0.13984434345353	0.197756066442841	0.108327501776867
1049	s_Gorbachella_massiliensis	296029477109832576	0-1.26557915619288e+48	40.229235429107	0.26451761867659	35.9848871852023
1050	sexmale	0.9594	0.7546-1.2198	-0.0414905524033448	0.73512179499825	0.122518692372374
1051	BMI	1.0244	0.9776-1.0735	0.0241120895513328	0.313115768225171	0.0238622691342728
1052	hypertensionyes	0.8746	0.7071-1.0817	-0.133982193313809	0.217641295126555	0.108442149944088
1053	s_Geobacillus_stearothermophilus	Inf	0-Inf	11315.6008971595	0.155535670244721	7946.54961912219
1054	sexmale	0.9571	0.7533-1.2161	-0.0438655975579415	0.719841947280097	0.122181335107224
1055	BMI	1.0255	0.9787-1.0746	0.0252001183589575	0.291318216235071	0.0238374038253131
1056	hypertensionyes	0.8808	0.7121-1.0894	-0.126946353316238	0.242719947722754	0.108444621486084
1057	s_Gardnerella_vaginalis	0	0-Inf	-745.989204389844	0.509972018858853	1130.8014275214
1058	sexmale	0.9468	0.7446-1.204	-0.0546236847618199	0.656249478049522	0.122595875266227
1059	BMI	1.0246	0.9777-1.0738	0.0243285920857362	0.309460895070477	0.0238950303017733
1060	hypertensionyes	0.8801	0.7106-1.0901	-0.127716375658428	0.24300883657661	0.1091694921682
1061	s_Galbibacter_marinus	1.32823253306171e+165	0-Inf	380.210389479941	0.499661781358789	562.547121317486
1062	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
1063	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
1064	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
1065	s_Gabonibacter_timonensis	4.53176435170759e+206	0-Inf	475.843640502053	0.730599647399635	1380.61206837469
1066	sexmale	0.9524	0.749-1.211	-0.0487873973045554	0.690940842658385	0.122588434271844
1067	BMI	1.0249	0.9779-1.074	0.0245545799293272	0.305440121890823	0.023917003735994
1068	hypertensionyes	0.8745	0.7067-1.0822	-0.134066389669094	0.218413054123558	0.108692880076317
1069	s_Gabonibacter_massiliensis	3.43617090245203e+164	0-Inf	378.85831299269	0.127489999031463	247.867923436436
1070	sexmale	0.9408	0.7404-1.1955	-0.0610322639399502	0.617924127647855	0.122227374564334
1071	BMI	1.0219	0.9752-1.0709	0.021665852423544	0.365027006409337	0.0238806241248237
1072	hypertensionyes	0.8726	0.7058-1.0788	-0.136308419446014	0.208922456320404	0.108237683511779
1073	s_Gabonia_massiliensis	0	0-14951.8601	-299.702559937757	0.0585484833756612	157.813852515141
1074	sexmale	0.969	0.7627-1.2312	-0.0314706143289664	0.796906024132882	0.122172881602416
1075	BMI	1.0287	0.9817-1.078	0.0283025510885294	0.236463470172885	0.0238570852691206
1076	hypertensionyes	0.8811	0.7129-1.0891	-0.126533768416198	0.242730125590405	0.10809450936249
1077	s_Fusobacterium_ulcerans	0	0-1052989.0697	-95.0246587343444	0.0882654629626811	55.5570419108326
1078	sexmale	0.9518	0.7495-1.2087	-0.0494295937316257	0.685435028806251	0.121908118599559
1079	BMI	1.0275	0.9806-1.0767	0.0271646313261408	0.25566649426133	0.0238505560059544
1080	hypertensionyes	0.8599	0.6952-1.0637	-0.150925298335145	0.165365631979332	0.108519372333489
1081	s_Fusicatenibacter_saccharivorans	Inf	0-Inf	31939.8334624121	0.175453463354104	23515.9630357748
1082	sexmale	0.9342	0.7344-1.1885	-0.0680281311221447	0.580083688598607	0.12281925545992
1083	BMI	1.0238	0.977-1.0728	0.0234962977270235	0.325262554355705	0.023844953319445
1084	hypertensionyes	0.8808	0.7121-1.0895	-0.126931169425373	0.242991580239437	0.108494330330128
1085	s_Franconibacter_pulveris	3.6078614499295e+37	0-3.22510128421306e+278	86.4787636414471	0.760200277037285	283.066763554393
1086	sexmale	0.9516	0.7485-1.21	-0.0495722670280318	0.686100143086381	0.122533751109849
1087	BMI	1.025	0.978-1.0742	0.0246904441457909	0.30320615080221	0.0239382957984372
1088	hypertensionyes	0.8745	0.7067-1.0821	-0.134131546413494	0.218232528071002	0.108702962226851
1089	s_Flavobacterium_ummariense	2.03924910700636e+238	0-Inf	548.727833787878	0.415028004159151	672.25254205871
1090	sexmale	0.9529	0.7496-1.2113	-0.048233783845307	0.693847180267775	0.122410486536789
1091	BMI	1.0257	0.9787-1.075	0.0254000250851942	0.289208910301149	0.0239214640292661
1092	hypertensionyes	0.8758	0.7079-1.0836	-0.132588753261933	0.223084432758895	0.108591054884447
1093	s_Flavobacterium_marinum	Inf	0-Inf	5121.4610936021	0.415028004159151	6274.35866604814
1094	sexmale	0.9529	0.7496-1.2113	-0.048233783845307	0.693847180267775	0.122410486536789
1095	BMI	1.0257	0.9787-1.075	0.0254000250851942	0.289208910301149	0.0239214640292661
1096	hypertensionyes	0.8758	0.7079-1.0836	-0.132588753261933	0.223084432758895	0.108591054884447
1097	s_Flaviflexus_huanghaiensis	0	0-Inf	-2344.55757257885	0.477546797383852	3296.71847601993
1098	sexmale	0.9481	0.7457-1.2053	-0.0533392753577025	0.663539451404296	0.122483999813227
1099	BMI	1.0252	0.9782-1.0743	0.0248540220159531	0.299318001719287	0.0239034901245367
1100	hypertensionyes	0.8702	0.7032-1.0769	-0.138995274050788	0.20207890427009	0.108712614843138
1101	s_Finegoldia_magna	0	0-Inf	-375.452161762586	0.983001064560473	17606.1432181214
1102	sexmale	0.9507	0.7476-1.209	-0.0505203572262254	0.680626729964545	0.122614864227393
1103	BMI	1.0246	0.9777-1.0738	0.0243432258431779	0.309703371479922	0.0239214105062609
1104	hypertensionyes	0.8737	0.7058-1.0817	-0.134969867104535	0.21631239838501	0.108925384348999
1105	s_Fenollaria_timonensis	0	0-7.22221285530792e+33	-70.6357170026915	0.35227941383438	75.8154012587225
1106	sexmale	0.955	0.7512-1.2139	-0.0460888857645259	0.706850744642253	0.122426855248096
1107	BMI	1.0218	0.9748-1.0712	0.0216057914223532	0.369845845120265	0.0240555113218083
1108	hypertensionyes	0.8699	0.7031-1.0762	-0.139408155758365	0.20030487650606	0.108605879098438
1109	s_Faecalicoccus_pleomorphus	3.36368578234341e+79	0-6.5812788463975e+209	183.117259678316	0.232545559486269	153.06492542727
1110	sexmale	0.9489	0.7468-1.2058	-0.0524319031379407	0.668275084133265	0.122231528414672
1111	BMI	1.0255	0.9786-1.0746	0.0251922053886992	0.292024958102928	0.0238649141905397
1112	hypertensionyes	0.8741	0.7068-1.081	-0.134582168555225	0.215434186867754	0.108404392264541
1113	s_Faecalibacterium_prausnitzii	5589567540540431	0-2.59908708993303e+36	36.2596783160332	0.136422147433109	24.2798700489115
1114	sexmale	0.9583	0.7543-1.2176	-0.0425803214786715	0.727682651412132	0.12216496601412
1115	BMI	1.0263	0.9794-1.0754	0.0259611509679292	0.277199306822	0.023846311933762
1116	hypertensionyes	0.8824	0.7134-1.0915	-0.12507246003265	0.24981152358949	0.108463832950079
1117	s_Facklamia_ignava	0	0-Inf	-6260.23453849332	0.259227119632554	5537.8621963967
1118	sexmale	0.9468	0.745-1.2033	-0.0546168486446659	0.655534791619247	0.122308611807823
1119	BMI	1.0229	0.976-1.0719	0.0226142234058607	0.345007972340704	0.0239085293752079
1120	hypertensionyes	0.8693	0.7027-1.0753	-0.140090568851282	0.197766922130391	0.108520870151558
1121	s_Ezakiella_massiliensis	0	0-7.81627435223818e+222	-98.4414463641617	0.752655801369014	312.077318889962
1122	sexmale	0.9494	0.7466-1.2072	-0.0519751085335506	0.671925695303406	0.122600451060709
